id_venta,fecha_venta,id_cliente,id_propiedad,ciudad,precio_venta,tipo_propiedad,canal_venta,porcentaje_comision,monto_comision
SALE007431,2024-05-19,CUST02894,PROP02623,Ciudad de México,938506,Comercial,Directo,0.0167,15697
SALE007432,2023-04-22,CUST03295,PROP05393,Ciudad de México,475741,Casa,Corredor,0.0328,15627
SALE007433,2023-11-09,CUST01427,PROP04339,Bogotá,611889,Departamento,Directo,0.0114,6972
SALE007434,2024-05-18,CUST03154,PROP02416,Ciudad de México,215231,Departamento,Corredor,0.0399,8580
SALE007435,2023-11-24,CUST03337,PROP06843,Bogotá,98231,Departamento,Corredor,0.0417,4099
SALE007436,2024-06-05,CUST02778,PROP00627,Bogotá,391483,Departamento,Directo,0.0198,7769
SALE007437,2023-10-01,CUST00997,PROP02306,Ciudad de México,457600,Departamento,Corredor,0.0414,18933
SALE007438,2023-11-28,CUST00520,PROP03407,Ciudad de México,304880,Departamento,Corredor,0.0483,14739
SALE007439,2024-11-17,CUST01306,PROP06351,Bogotá,642351,Departamento,Corredor,0.0458,29387
SALE007440,2023-09-09,CUST00721,PROP01132,Bogotá,213410,Departamento,Corredor,0.048,10240
SALE007441,2024-03-10,CUST02174,PROP03956,Ciudad de México,1086900,Comercial,Corredor,0.0471,51244
SALE007442,2024-04-04,CUST02974,PROP06400,Bogotá,163050,Departamento,Directo,0.0154,2514
SALE007443,2024-06-03,CUST01653,PROP01645,Bogotá,898165,Casa,Corredor,0.03,26945
SALE007444,2024-01-09,CUST01266,PROP02295,Ciudad de México,795301,Comercial,Corredor,0.0391,31098
SALE007445,2024-10-17,CUST02062,PROP07394,Bogotá,258702,Departamento,Corredor,0.0344,8896
SALE007446,2023-04-10,CUST02679,PROP04274,Ciudad de México,830902,Casa,Corredor,0.0443,36795
SALE007447,2023-09-11,CUST03175,PROP05263,Bogotá,371624,Departamento,Corredor,0.034,12619
SALE007448,2023-06-27,CUST00568,PROP03218,Bogotá,536762,Casa,Corredor,0.0395,21181
SALE007449,2023-04-25,CUST02146,PROP05197,Ciudad de México,2059465,Casa,Corredor,0.0305,62793
SALE007450,2023-11-07,CUST02199,PROP02086,Bogotá,197788,Departamento,Corredor,0.0318,6291
SALE007451,2024-04-18,CUST01678,PROP04488,Bogotá,826830,Casa,Corredor,0.0378,31295
SALE007452,2023-07-14,CUST03006,PROP04688,Bogotá,357035,Departamento,Corredor,0.0446,15924
SALE007453,2024-02-22,CUST01248,PROP06804,Bogotá,369428,Departamento,Corredor,0.0435,16059
SALE007454,2024-11-29,CUST03446,PROP05564,Bogotá,473397,Departamento,Corredor,0.0386,18250
SALE007455,2024-07-29,CUST02857,PROP02842,Ciudad de México,309785,Departamento,Corredor,0.0338,10475
SALE007456,2023-04-23,CUST01159,PROP00931,Bogotá,583975,Casa,Corredor,0.0361,21092
SALE007457,2024-07-19,CUST01280,PROP04217,Ciudad de México,500537,Casa,Corredor,0.0399,19960
SALE007458,2024-12-16,CUST01473,PROP00337,Bogotá,323447,Departamento,Corredor,0.049,15839
SALE007459,2024-02-06,CUST01202,PROP07834,Ciudad de México,393714,Departamento,Directo,0.0164,6457
SALE007460,2023-01-03,CUST00862,PROP05906,Bogotá,3018477,Comercial,Corredor,0.0326,98254
SALE007461,2024-04-20,CUST01604,PROP02732,Bogotá,975761,Casa,Corredor,0.0461,44969
SALE007462,2024-10-05,CUST00351,PROP02183,Ciudad de México,596782,Casa,Directo,0.0172,10271
SALE007463,2024-07-24,CUST03192,PROP01260,Bogotá,1924965,Comercial,Corredor,0.0478,91955
SALE007464,2024-03-10,CUST02242,PROP01059,Bogotá,264871,Departamento,Corredor,0.0422,11184
SALE007465,2023-04-19,CUST00320,PROP07180,Bogotá,305393,Departamento,Corredor,0.0362,11054
SALE007466,2024-01-26,CUST00697,PROP03449,Bogotá,926548,Casa,Corredor,0.047,43502
SALE007467,2024-06-15,CUST03337,PROP07919,Bogotá,298528,Departamento,Corredor,0.0415,12402
SALE007468,2023-05-17,CUST03022,PROP02417,Bogotá,1096153,Casa,Directo,0.017,18664
SALE007469,2024-02-03,CUST00937,PROP05932,Ciudad de México,3627814,Comercial,Directo,0.0147,53320
SALE007470,2024-07-12,CUST00864,PROP07209,Bogotá,1428175,Casa,Corredor,0.0461,65823
SALE007471,2023-02-17,CUST03173,PROP00054,Bogotá,323742,Departamento,Directo,0.0163,5262
SALE007472,2024-11-24,CUST01343,PROP01153,Ciudad de México,429422,Departamento,Corredor,0.0478,20531
SALE007473,2024-07-06,CUST00596,PROP04377,Bogotá,1469170,Casa,Directo,0.0135,19834
SALE007474,2023-10-12,CUST03360,PROP05456,Ciudad de México,653878,Comercial,Corredor,0.0469,30696
SALE007475,2023-04-20,CUST02469,PROP04345,Bogotá,650135,Departamento,Corredor,0.0458,29757
SALE007476,2023-04-09,CUST03216,PROP07165,Ciudad de México,1270536,Casa,Corredor,0.0374,47514
SALE007477,2024-10-13,CUST00846,PROP07034,Ciudad de México,641164,Casa,Corredor,0.0475,30464
SALE007478,2024-10-25,CUST00505,PROP01807,Ciudad de México,623306,Departamento,Corredor,0.0419,26090
SALE007479,2023-06-19,CUST03148,PROP00587,Bogotá,112998,Departamento,Corredor,0.0374,4230
SALE007480,2024-01-30,CUST01854,PROP04453,Bogotá,148575,Departamento,Corredor,0.0355,5276
SALE007481,2023-01-13,CUST01211,PROP00487,Ciudad de México,833447,Casa,Corredor,0.0318,26464
SALE007482,2023-06-28,CUST01206,PROP07555,Bogotá,129493,Departamento,Corredor,0.0318,4124
SALE007483,2024-07-02,CUST00017,PROP01709,Ciudad de México,1265811,Casa,Directo,0.0178,22585
SALE007484,2024-12-28,CUST00582,PROP05496,Ciudad de México,182000,Departamento,Corredor,0.0377,6863
SALE007485,2024-10-21,CUST01773,PROP05165,Ciudad de México,419930,Departamento,Directo,0.0152,6396
SALE007486,2023-01-10,CUST02599,PROP05555,Ciudad de México,1107468,Casa,Corredor,0.0467,51714
SALE007487,2023-11-01,CUST02355,PROP07850,Ciudad de México,613314,Departamento,Corredor,0.0431,26430
SALE007488,2023-11-11,CUST02062,PROP04007,Ciudad de México,395445,Departamento,Directo,0.0194,7680
SALE007489,2023-04-14,CUST03081,PROP04628,Ciudad de México,683834,Departamento,Corredor,0.0405,27671
SALE007490,2023-09-18,CUST01503,PROP06901,Ciudad de México,507016,Departamento,Directo,0.0111,5633
SALE007491,2023-03-21,CUST00947,PROP03031,Bogotá,684805,Casa,Corredor,0.0369,25299
SALE007492,2024-05-16,CUST01927,PROP04303,Bogotá,898225,Casa,Directo,0.0114,10219
SALE007493,2023-03-03,CUST03234,PROP07284,Ciudad de México,529540,Casa,Corredor,0.045,23803
SALE007494,2023-01-19,CUST01329,PROP06823,Bogotá,365852,Departamento,Corredor,0.0393,14387
SALE007495,2023-11-05,CUST02962,PROP01891,Bogotá,522677,Casa,Corredor,0.0311,16280
SALE007496,2024-05-23,CUST03121,PROP04381,Ciudad de México,2489831,Comercial,Directo,0.0102,25310
SALE007497,2023-02-10,CUST01355,PROP01812,Bogotá,311576,Departamento,Directo,0.0106,3288
SALE007498,2024-02-22,CUST01248,PROP00938,Ciudad de México,255877,Departamento,Corredor,0.0434,11116
SALE007499,2023-04-18,CUST02952,PROP01871,Bogotá,169242,Departamento,Directo,0.012,2032
SALE007500,2024-01-23,CUST01481,PROP06240,Ciudad de México,224648,Departamento,Corredor,0.0456,10233
SALE007501,2023-07-02,CUST00426,PROP07692,Bogotá,610566,Casa,Directo,0.0151,9238
SALE007502,2023-12-12,CUST02672,PROP02032,Bogotá,363653,Departamento,Directo,0.0158,5748
SALE007503,2024-05-12,CUST01374,PROP02872,Ciudad de México,229661,Departamento,Corredor,0.0334,7668
SALE007504,2023-04-03,CUST00227,PROP00883,Bogotá,254297,Departamento,Corredor,0.0476,12092
SALE007505,2024-10-20,CUST03467,PROP05900,Bogotá,198393,Departamento,Directo,0.0147,2919
SALE007506,2024-04-04,CUST00446,PROP02009,Ciudad de México,2013618,Casa,Directo,0.0141,28437
SALE007507,2024-09-04,CUST03131,PROP03637,Bogotá,341511,Departamento,Corredor,0.0459,15677
SALE007508,2023-01-03,CUST01413,PROP05730,Bogotá,591676,Comercial,Corredor,0.0307,18135
SALE007509,2023-03-25,CUST00471,PROP02558,Ciudad de México,479363,Departamento,Directo,0.0152,7277
SALE007510,2023-01-01,CUST03314,PROP07432,Bogotá,726834,Departamento,Corredor,0.0444,32274
SALE007511,2023-08-28,CUST03267,PROP04922,Ciudad de México,1626418,Casa,Corredor,0.0459,74664
SALE007512,2023-04-23,CUST01371,PROP03864,Bogotá,491335,Casa,Corredor,0.0331,16268
SALE007513,2024-07-16,CUST01109,PROP05997,Bogotá,357063,Departamento,Corredor,0.0378,13500
SALE007514,2024-10-24,CUST02191,PROP00061,Ciudad de México,502469,Departamento,Corredor,0.0364,18298
SALE007515,2024-09-24,CUST02869,PROP05249,Ciudad de México,1362599,Casa,Corredor,0.0498,67914
SALE007516,2024-12-08,CUST03228,PROP02137,Ciudad de México,1388947,Casa,Corredor,0.0447,62089
SALE007517,2023-04-20,CUST03038,PROP02018,Bogotá,366660,Departamento,Corredor,0.0385,14120
SALE007518,2024-03-21,CUST00433,PROP03150,Bogotá,144510,Departamento,Corredor,0.0343,4956
SALE007519,2024-05-02,CUST02825,PROP03812,Bogotá,377408,Departamento,Corredor,0.0335,12634
SALE007520,2023-10-15,CUST00323,PROP00070,Bogotá,1314230,Comercial,Corredor,0.0499,65575
SALE007521,2023-10-30,CUST01139,PROP04781,Bogotá,263975,Departamento,Corredor,0.0417,10998
SALE007522,2023-01-11,CUST02262,PROP06537,Ciudad de México,434125,Departamento,Corredor,0.0445,19313
SALE007523,2023-03-26,CUST02988,PROP02672,Bogotá,152896,Departamento,Corredor,0.0331,5067
SALE007524,2024-11-27,CUST00704,PROP07553,Ciudad de México,1904372,Comercial,Directo,0.0175,33301
SALE007525,2024-09-08,CUST00694,PROP07625,Bogotá,358673,Departamento,Corredor,0.0348,12477
SALE007526,2023-06-30,CUST01287,PROP05272,Bogotá,693685,Casa,Corredor,0.0452,31380
SALE007527,2024-04-22,CUST00834,PROP01596,Bogotá,1151649,Comercial,Corredor,0.0483,55606
SALE007528,2023-06-05,CUST00648,PROP01255,Ciudad de México,876076,Casa,Corredor,0.0378,33076
SALE007529,2024-03-01,CUST01404,PROP02514,Bogotá,626851,Casa,Corredor,0.0481,30131
SALE007530,2023-03-09,CUST03358,PROP01022,Ciudad de México,916674,Casa,Directo,0.0146,13422
SALE007531,2024-12-28,CUST00779,PROP04528,Ciudad de México,2736807,Comercial,Directo,0.0181,49504
SALE007532,2024-03-26,CUST03458,PROP05031,Ciudad de México,927213,Casa,Corredor,0.0391,36242
SALE007533,2023-11-04,CUST02732,PROP04370,Ciudad de México,1114833,Comercial,Corredor,0.0329,36651
SALE007534,2024-10-25,CUST00209,PROP03177,Bogotá,217074,Departamento,Directo,0.0167,3622
SALE007535,2023-01-27,CUST03224,PROP05468,Bogotá,1281788,Comercial,Corredor,0.0365,46805
SALE007536,2023-07-05,CUST01146,PROP05428,Ciudad de México,852133,Departamento,Corredor,0.0315,26854
SALE007537,2024-07-19,CUST03092,PROP07426,Ciudad de México,673525,Departamento,Corredor,0.043,28983
SALE007538,2024-12-26,CUST00843,PROP05477,Ciudad de México,455411,Departamento,Directo,0.0158,7190
SALE007539,2024-06-27,CUST00992,PROP00233,Ciudad de México,319456,Departamento,Corredor,0.0486,15526
SALE007540,2023-01-03,CUST01410,PROP01188,Bogotá,532764,Casa,Corredor,0.0317,16914
SALE007541,2023-09-12,CUST02289,PROP05424,Ciudad de México,682395,Departamento,Directo,0.0143,9760
SALE007542,2023-12-15,CUST00972,PROP04981,Ciudad de México,820345,Casa,Corredor,0.0346,28412
SALE007543,2024-06-14,CUST02153,PROP07000,Bogotá,884974,Casa,Corredor,0.0397,35123
SALE007544,2023-05-29,CUST03444,PROP04899,Ciudad de México,686570,Comercial,Directo,0.0184,12651
SALE007545,2023-11-15,CUST00723,PROP04806,Bogotá,220832,Departamento,Corredor,0.0488,10784
SALE007546,2024-02-09,CUST01711,PROP00849,Bogotá,532741,Departamento,Corredor,0.0376,20035
SALE007547,2024-01-22,CUST01501,PROP01630,Bogotá,577881,Departamento,Corredor,0.0424,24491
SALE007548,2023-04-27,CUST00655,PROP01651,Ciudad de México,450106,Departamento,Corredor,0.0347,15625
SALE007549,2023-12-08,CUST00495,PROP05192,Ciudad de México,1298676,Casa,Corredor,0.0452,58751
SALE007550,2023-02-15,CUST00554,PROP01872,Ciudad de México,278124,Departamento,Corredor,0.0481,13386
SALE007551,2023-05-23,CUST00812,PROP05926,Ciudad de México,199881,Departamento,Corredor,0.0395,7900
SALE007552,2023-04-11,CUST02984,PROP06298,Bogotá,487590,Departamento,Corredor,0.0474,23133
SALE007553,2023-02-04,CUST00824,PROP07455,Bogotá,412226,Departamento,Corredor,0.0497,20477
SALE007554,2023-03-18,CUST03225,PROP02302,Bogotá,174683,Departamento,Directo,0.0161,2809
SALE007555,2023-10-28,CUST00691,PROP00692,Ciudad de México,971516,Casa,Directo,0.0156,15162
SALE007556,2023-05-05,CUST00735,PROP05564,Bogotá,441932,Departamento,Directo,0.0138,6105
SALE007557,2023-02-04,CUST02089,PROP00008,Ciudad de México,407509,Departamento,Corredor,0.0457,18634
SALE007558,2023-02-22,CUST00435,PROP07357,Ciudad de México,256339,Departamento,Corredor,0.0463,11867
SALE007559,2024-08-01,CUST02065,PROP02083,Ciudad de México,513629,Casa,Corredor,0.0302,15512
SALE007560,2024-03-03,CUST01829,PROP04898,Ciudad de México,389101,Departamento,Corredor,0.035,13636
SALE007561,2023-10-31,CUST01332,PROP01162,Bogotá,179678,Departamento,Corredor,0.0306,5505
SALE007562,2024-01-29,CUST01970,PROP01704,Ciudad de México,354450,Departamento,Directo,0.0178,6296
SALE007563,2024-06-11,CUST03299,PROP05228,Ciudad de México,658641,Casa,Corredor,0.0335,22095
SALE007564,2024-03-13,CUST01320,PROP03380,Ciudad de México,1400984,Comercial,Directo,0.0111,15527
SALE007565,2024-11-03,CUST00035,PROP00140,Bogotá,1137939,Comercial,Corredor,0.0459,52277
SALE007566,2024-04-18,CUST00268,PROP03433,Bogotá,637973,Departamento,Corredor,0.0415,26468
SALE007567,2023-11-02,CUST00188,PROP02203,Bogotá,693731,Comercial,Directo,0.0115,8001
SALE007568,2023-05-24,CUST00686,PROP00659,Bogotá,277304,Departamento,Corredor,0.0469,13003
SALE007569,2023-06-13,CUST03163,PROP04409,Ciudad de México,307687,Departamento,Directo,0.0141,4328
SALE007570,2024-05-19,CUST00857,PROP05338,Ciudad de México,312816,Departamento,Directo,0.0137,4294
SALE007571,2024-06-22,CUST01682,PROP04662,Ciudad de México,1853604,Casa,Corredor,0.043,79771
SALE007572,2023-03-05,CUST02424,PROP05647,Ciudad de México,305714,Departamento,Corredor,0.0307,9397
SALE007573,2023-04-22,CUST00202,PROP05343,Bogotá,603077,Casa,Corredor,0.0367,22144
SALE007574,2024-11-10,CUST00092,PROP03438,Ciudad de México,195576,Departamento,Corredor,0.0316,6174
SALE007575,2023-09-17,CUST00961,PROP06053,Bogotá,354571,Departamento,Corredor,0.0447,15852
SALE007576,2024-12-07,CUST02417,PROP02749,Bogotá,445741,Departamento,Corredor,0.0355,15818
SALE007577,2023-02-19,CUST01667,PROP00402,Ciudad de México,357540,Departamento,Corredor,0.0467,16707
SALE007578,2024-11-14,CUST03387,PROP06877,Bogotá,1184732,Casa,Corredor,0.0384,45462
SALE007579,2024-02-28,CUST03354,PROP07980,Ciudad de México,355782,Departamento,Directo,0.0189,6707
SALE007580,2023-08-20,CUST02809,PROP07515,Bogotá,721811,Comercial,Corredor,0.0344,24845
SALE007581,2023-10-19,CUST00896,PROP06528,Ciudad de México,931090,Casa,Directo,0.0165,15386
SALE007582,2023-12-12,CUST01395,PROP00852,Ciudad de México,659809,Departamento,Corredor,0.0489,32262
SALE007583,2023-01-11,CUST02234,PROP02709,Bogotá,105196,Departamento,Corredor,0.0379,3985
SALE007584,2024-04-05,CUST00780,PROP03869,Bogotá,224536,Departamento,Directo,0.0116,2600
SALE007585,2023-03-17,CUST00949,PROP03179,Ciudad de México,346677,Departamento,Corredor,0.0411,14239
SALE007586,2024-11-09,CUST00315,PROP00783,Bogotá,808417,Comercial,Directo,0.0143,11576
SALE007587,2024-08-27,CUST00229,PROP07510,Ciudad de México,389545,Departamento,Corredor,0.0401,15628
SALE007588,2024-12-16,CUST03000,PROP00343,Ciudad de México,632348,Casa,Directo,0.0148,9332
SALE007589,2023-07-05,CUST00010,PROP07492,Bogotá,802430,Casa,Corredor,0.0353,28340
SALE007590,2023-09-02,CUST03358,PROP01787,Bogotá,740614,Comercial,Corredor,0.0403,29841
SALE007591,2024-12-15,CUST02492,PROP02904,Bogotá,519832,Casa,Directo,0.0115,5966
SALE007592,2023-08-20,CUST00417,PROP04672,Bogotá,445939,Departamento,Corredor,0.0417,18577
SALE007593,2024-03-03,CUST03141,PROP00782,Bogotá,129006,Departamento,Corredor,0.0387,4998
SALE007594,2023-08-25,CUST02003,PROP03749,Ciudad de México,312852,Departamento,Corredor,0.0495,15471
SALE007595,2024-04-03,CUST00487,PROP06647,Ciudad de México,1502358,Casa,Corredor,0.0319,47924
SALE007596,2023-03-11,CUST02090,PROP06710,Bogotá,547636,Departamento,Corredor,0.045,24663
SALE007597,2023-02-09,CUST01364,PROP01339,Ciudad de México,1924354,Comercial,Directo,0.0135,25965
SALE007598,2023-10-29,CUST01832,PROP06784,Bogotá,1131743,Casa,Corredor,0.0439,49735
SALE007599,2024-04-08,CUST01876,PROP05307,Bogotá,187800,Departamento,Directo,0.0196,3676
SALE007600,2023-05-19,CUST02168,PROP03797,Bogotá,1329769,Comercial,Corredor,0.048,63768
SALE007601,2024-12-10,CUST02693,PROP02871,Bogotá,177557,Departamento,Directo,0.0111,1976
SALE007602,2024-02-04,CUST02764,PROP05547,Ciudad de México,1063116,Comercial,Corredor,0.0475,50527
SALE007603,2023-03-11,CUST02610,PROP00692,Ciudad de México,1031958,Casa,Corredor,0.0378,39028
SALE007604,2024-03-30,CUST03098,PROP03879,Bogotá,885632,Casa,Corredor,0.0314,27819
SALE007605,2023-09-11,CUST01327,PROP03917,Bogotá,1365639,Casa,Corredor,0.0342,46642
SALE007606,2023-04-14,CUST01154,PROP00659,Bogotá,281482,Departamento,Corredor,0.0306,8605
SALE007607,2023-09-13,CUST01835,PROP00184,Ciudad de México,1282674,Casa,Directo,0.0114,14614
SALE007608,2024-04-09,CUST01801,PROP06618,Bogotá,892284,Casa,Corredor,0.0393,35109
SALE007609,2023-04-17,CUST01747,PROP05796,Ciudad de México,348132,Departamento,Corredor,0.0489,17025
SALE007610,2024-02-27,CUST03195,PROP01204,Ciudad de México,1603984,Comercial,Corredor,0.0462,74094
SALE007611,2023-05-09,CUST00150,PROP05420,Ciudad de México,2395133,Comercial,Corredor,0.0406,97309
SALE007612,2023-06-04,CUST01164,PROP05934,Bogotá,570362,Casa,Directo,0.0132,7550
SALE007613,2024-05-20,CUST02461,PROP02145,Ciudad de México,164326,Departamento,Corredor,0.0306,5023
SALE007614,2023-03-15,CUST01942,PROP01704,Ciudad de México,373551,Departamento,Corredor,0.0311,11634
SALE007615,2023-04-17,CUST01590,PROP04432,Bogotá,646919,Casa,Corredor,0.0446,28872
SALE007616,2023-04-10,CUST00327,PROP03253,Bogotá,1241413,Casa,Directo,0.0154,19174
SALE007617,2024-03-10,CUST00786,PROP05561,Ciudad de México,953218,Casa,Corredor,0.0324,30916
SALE007618,2024-09-21,CUST01372,PROP00403,Bogotá,148722,Departamento,Corredor,0.0472,7026
SALE007619,2024-04-14,CUST00211,PROP07630,Bogotá,3221783,Comercial,Corredor,0.0404,130019
SALE007620,2023-05-01,CUST00394,PROP07980,Ciudad de México,342658,Departamento,Corredor,0.0467,16016
SALE007621,2024-07-04,CUST00989,PROP00236,Ciudad de México,797325,Casa,Corredor,0.0456,36333
SALE007622,2023-04-26,CUST02245,PROP00606,Bogotá,1425064,Comercial,Corredor,0.0367,52253
SALE007623,2024-06-11,CUST01185,PROP00223,Bogotá,209671,Departamento,Directo,0.017,3570
SALE007624,2024-04-06,CUST00584,PROP05012,Bogotá,270938,Departamento,Directo,0.0199,5397
SALE007625,2024-11-05,CUST01248,PROP07980,Ciudad de México,361640,Departamento,Corredor,0.045,16259
SALE007626,2024-12-30,CUST01728,PROP04011,Bogotá,594442,Departamento,Directo,0.0126,7515
SALE007627,2023-04-10,CUST03394,PROP00623,Bogotá,457039,Departamento,Corredor,0.0418,19121
SALE007628,2023-11-20,CUST00803,PROP03335,Bogotá,395124,Departamento,Corredor,0.0387,15275
SALE007629,2023-09-03,CUST02915,PROP01834,Ciudad de México,186107,Departamento,Directo,0.013,2419
SALE007630,2023-05-12,CUST02002,PROP02110,Ciudad de México,266815,Departamento,Corredor,0.0357,9521
SALE007631,2024-09-04,CUST00427,PROP01253,Ciudad de México,1279113,Comercial,Corredor,0.0392,50153
SALE007632,2023-06-26,CUST01043,PROP00239,Ciudad de México,303533,Departamento,Corredor,0.0362,10990
SALE007633,2024-05-16,CUST01123,PROP03842,Bogotá,356593,Departamento,Directo,0.0115,4092
SALE007634,2023-11-10,CUST02136,PROP05846,Ciudad de México,822331,Departamento,Corredor,0.0451,37119
SALE007635,2024-10-24,CUST03264,PROP05709,Ciudad de México,574634,Departamento,Corredor,0.0359,20606
SALE007636,2023-06-15,CUST00140,PROP06702,Ciudad de México,186687,Departamento,Corredor,0.0375,6993
SALE007637,2024-06-10,CUST03051,PROP06900,Ciudad de México,3441792,Comercial,Corredor,0.0481,165416
SALE007638,2024-08-31,CUST03161,PROP01574,Ciudad de México,974868,Comercial,Corredor,0.0432,42157
SALE007639,2023-07-22,CUST02523,PROP04703,Bogotá,139833,Departamento,Directo,0.0193,2697
SALE007640,2024-05-22,CUST01088,PROP02433,Ciudad de México,441840,Departamento,Corredor,0.042,18568
SALE007641,2023-07-31,CUST01766,PROP05039,Bogotá,690007,Departamento,Directo,0.0136,9353
SALE007642,2023-10-08,CUST01659,PROP06507,Bogotá,1453570,Comercial,Directo,0.0122,17772
SALE007643,2024-06-01,CUST01879,PROP01165,Bogotá,579223,Casa,Corredor,0.0465,26936
SALE007644,2024-09-04,CUST01017,PROP04668,Bogotá,564759,Departamento,Corredor,0.039,22014
SALE007645,2024-01-04,CUST01016,PROP00977,Ciudad de México,883028,Comercial,Corredor,0.043,37986
SALE007646,2024-03-28,CUST00042,PROP00960,Ciudad de México,1051381,Comercial,Directo,0.0174,18314
SALE007647,2023-12-19,CUST02184,PROP05572,Bogotá,173517,Departamento,Corredor,0.0349,6060
SALE007648,2023-03-09,CUST01401,PROP07223,Bogotá,458791,Casa,Corredor,0.0495,22720
SALE007649,2024-11-13,CUST00247,PROP03179,Ciudad de México,371058,Departamento,Corredor,0.0347,12879
SALE007650,2023-12-03,CUST00364,PROP02335,Ciudad de México,215340,Departamento,Corredor,0.0452,9723
SALE007651,2023-10-28,CUST02503,PROP04087,Ciudad de México,285868,Departamento,Directo,0.0115,3291
SALE007652,2023-04-25,CUST02853,PROP03425,Ciudad de México,507383,Departamento,Corredor,0.0495,25110
SALE007653,2023-02-11,CUST02740,PROP06030,Ciudad de México,2133043,Casa,Corredor,0.035,74719
SALE007654,2024-06-17,CUST02021,PROP03285,Bogotá,471427,Departamento,Corredor,0.0403,19002
SALE007655,2023-05-01,CUST03399,PROP07766,Ciudad de México,583145,Departamento,Corredor,0.0374,21796
SALE007656,2023-11-01,CUST01137,PROP07045,Ciudad de México,1772861,Comercial,Corredor,0.0481,85237
SALE007657,2024-05-18,CUST00823,PROP00887,Bogotá,425474,Casa,Corredor,0.0404,17206
SALE007658,2024-02-04,CUST01085,PROP00694,Bogotá,312786,Departamento,Corredor,0.0434,13587
SALE007659,2023-10-07,CUST02533,PROP00181,Ciudad de México,474024,Departamento,Corredor,0.0344,16302
SALE007660,2024-03-12,CUST03161,PROP01189,Bogotá,157943,Departamento,Corredor,0.0489,7726
SALE007661,2023-06-08,CUST00897,PROP03168,Ciudad de México,751055,Departamento,Corredor,0.0371,27865
SALE007662,2023-09-23,CUST00415,PROP07609,Bogotá,166716,Departamento,Directo,0.011,1833
SALE007663,2024-11-30,CUST02805,PROP03075,Bogotá,1086442,Comercial,Corredor,0.0344,37333
SALE007664,2024-10-22,CUST01818,PROP01513,Bogotá,573573,Departamento,Corredor,0.0339,19434
SALE007665,2024-08-20,CUST01692,PROP03277,Ciudad de México,205067,Departamento,Corredor,0.0322,6595
SALE007666,2023-12-26,CUST00131,PROP02443,Bogotá,1629526,Casa,Corredor,0.0398,64892
SALE007667,2023-11-08,CUST00959,PROP07922,Ciudad de México,1121756,Casa,Corredor,0.0362,40641
SALE007668,2023-04-24,CUST02421,PROP04394,Bogotá,413283,Departamento,Directo,0.0149,6176
SALE007669,2024-05-23,CUST03110,PROP06839,Bogotá,2768021,Comercial,Corredor,0.0316,87427
SALE007670,2023-07-12,CUST00619,PROP01190,Ciudad de México,200676,Departamento,Directo,0.0159,3188
SALE007671,2023-09-27,CUST03481,PROP03736,Bogotá,244298,Departamento,Corredor,0.0426,10415
SALE007672,2024-02-21,CUST01447,PROP03977,Ciudad de México,221328,Departamento,Corredor,0.0351,7767
SALE007673,2024-01-18,CUST00410,PROP05005,Bogotá,363557,Casa,Corredor,0.0414,15044
SALE007674,2024-11-17,CUST01536,PROP05462,Ciudad de México,189720,Departamento,Directo,0.013,2474
SALE007675,2024-11-15,CUST00262,PROP03474,Ciudad de México,139096,Departamento,Corredor,0.0331,4608
SALE007676,2024-05-15,CUST02962,PROP05898,Bogotá,617977,Departamento,Directo,0.0168,10385
SALE007677,2024-01-31,CUST00819,PROP04079,Ciudad de México,255364,Departamento,Corredor,0.0467,11926
SALE007678,2024-04-30,CUST00459,PROP02188,Ciudad de México,142722,Departamento,Corredor,0.0331,4720
SALE007679,2024-03-11,CUST01398,PROP05364,Ciudad de México,1051291,Casa,Corredor,0.0478,50210
SALE007680,2024-08-21,CUST01646,PROP06110,Ciudad de México,586738,Departamento,Directo,0.016,9379
SALE007681,2024-08-05,CUST02784,PROP03375,Ciudad de México,1271108,Casa,Corredor,0.0455,57788
SALE007682,2023-04-16,CUST02907,PROP02798,Bogotá,179299,Departamento,Corredor,0.0439,7864
SALE007683,2024-01-30,CUST01941,PROP01235,Ciudad de México,656473,Departamento,Corredor,0.0477,31293
SALE007684,2023-07-01,CUST00358,PROP07507,Bogotá,334289,Departamento,Corredor,0.0312,10428
SALE007685,2023-07-01,CUST00796,PROP01653,Ciudad de México,2817479,Comercial,Corredor,0.0497,140134
SALE007686,2023-05-10,CUST02641,PROP00010,Bogotá,454732,Comercial,Corredor,0.0476,21645
SALE007687,2024-11-19,CUST01398,PROP07041,Bogotá,540691,Departamento,Corredor,0.0309,16689
SALE007688,2023-01-15,CUST00249,PROP05049,Bogotá,1160763,Comercial,Corredor,0.035,40683
SALE007689,2023-03-30,CUST01544,PROP03572,Ciudad de México,2185204,Comercial,Corredor,0.0407,88950
SALE007690,2024-06-01,CUST01961,PROP04167,Ciudad de México,1195293,Casa,Corredor,0.0471,56329
SALE007691,2024-03-19,CUST01885,PROP07287,Bogotá,386430,Departamento,Corredor,0.0362,14006
SALE007692,2023-03-04,CUST02242,PROP03703,Ciudad de México,501587,Departamento,Corredor,0.031,15547
SALE007693,2024-04-02,CUST01944,PROP07051,Ciudad de México,687123,Departamento,Directo,0.0178,12229
SALE007694,2023-03-03,CUST03398,PROP07605,Bogotá,169796,Departamento,Corredor,0.0387,6567
SALE007695,2023-02-07,CUST01976,PROP06271,Bogotá,1085616,Casa,Corredor,0.0452,49091
