id_propiedad,tipo_propiedad,ciudad,barrio,habitaciones,tamano_m2,precio_publicado,categoria_propiedad
PROP06488,Departamento,Bogotá,Salitre,3,92,201305,Residencial
PROP06489,Departamento,Ciudad de México,Santa Fe,3,128,511565,Residencial
PROP06490,Departamento,Ciudad de México,Interlomas,2,118,467761,Residencial
PROP06491,Departamento,Ciudad de México,Coyoacán,2,139,418788,Residencial
PROP06492,Departamento,Bogotá,Cedritos,2,50,154515,Residencial
PROP06493,Casa,Ciudad de México,Interlomas,4,339,1384422,Residencial
PROP06494,Casa,Ciudad de México,Del Valle,2,261,1236729,Residencial
PROP06495,Casa,Bogotá,El Poblado,3,234,920320,Residencial
PROP06496,Casa,Ciudad de México,Santa Fe,3,364,1631885,Residencial
PROP06497,Departamento,Ciudad de México,Roma Norte,2,155,822741,Residencial
PROP06498,Departamento,Ciudad de México,Condesa,1,85,269604,Residencial
PROP06499,Casa,Bogotá,Zona T,4,265,1006305,Residencial
PROP06500,Departamento,Ciudad de México,San Ángel,2,78,200328,Residencial
PROP06501,Departamento,Bogotá,Usaquén,1,45,104366,Residencial
PROP06502,Departamento,Bogotá,Zona T,1,127,272335,Residencial
PROP06503,Departamento,Bogotá,Zona T,2,110,242392,Residencial
PROP06504,Departamento,Bogotá,Santa Bárbara,2,149,420661,Residencial
PROP06505,Casa,Ciudad de México,Del Valle,3,277,1214307,Residencial
PROP06506,Comercial,Bogotá,El Poblado,0,211,1000532,Comercial
PROP06507,Comercial,Bogotá,Usaquén,0,232,1516840,Comercial
PROP06508,Comercial,Bogotá,Santa Bárbara,0,125,443175,Comercial
PROP06509,Comercial,Bogotá,Chicó,0,100,565371,Comercial
PROP06510,Departamento,Ciudad de México,Lomas de Chapultepec,2,56,272133,Residencial
PROP06511,Departamento,Ciudad de México,Coyoacán,3,161,804156,Residencial
PROP06512,Casa,Bogotá,Usaquén,4,354,1106507,Residencial
PROP06513,Departamento,Ciudad de México,Interlomas,2,81,251346,Residencial
PROP06514,Departamento,Bogotá,Usaquén,2,173,734863,Residencial
PROP06515,Departamento,Ciudad de México,Interlomas,3,111,355890,Residencial
PROP06516,Departamento,Ciudad de México,Coyoacán,2,54,142004,Residencial
PROP06517,Departamento,Bogotá,Salitre,3,178,449647,Residencial
PROP06518,Departamento,Ciudad de México,San Ángel,2,126,316509,Residencial
PROP06519,Departamento,Bogotá,Chapinero,2,164,378213,Residencial
PROP06520,Casa,Bogotá,Usaquén,5,350,1629983,Residencial
PROP06521,Departamento,Ciudad de México,Santa Fe,2,69,302318,Residencial
PROP06522,Casa,Ciudad de México,Roma Norte,4,238,980858,Residencial
PROP06523,Departamento,Bogotá,Zona T,2,147,477545,Residencial
PROP06524,Departamento,Ciudad de México,Polanco,1,107,407645,Residencial
PROP06525,Departamento,Ciudad de México,Roma Norte,3,134,361982,Residencial
PROP06526,Departamento,Bogotá,Chicó,2,149,658585,Residencial
PROP06527,Casa,Bogotá,Santa Bárbara,3,370,1204559,Residencial
PROP06528,Casa,Ciudad de México,Reforma,3,303,980300,Residencial
PROP06529,Casa,Bogotá,La Candelaria,6,398,1710298,Residencial
PROP06530,Comercial,Bogotá,Cedritos,0,120,464700,Comercial
PROP06531,Departamento,Ciudad de México,Interlomas,3,154,642069,Residencial
PROP06532,Departamento,Ciudad de México,Interlomas,2,121,637705,Residencial
PROP06533,Departamento,Bogotá,Santa Bárbara,2,141,388697,Residencial
PROP06534,Departamento,Ciudad de México,Santa Fe,3,121,285788,Residencial
PROP06535,Departamento,Bogotá,Rosales,2,79,329125,Residencial
PROP06536,Departamento,Bogotá,Salitre,2,131,429872,Residencial
PROP06537,Departamento,Ciudad de México,Lomas de Chapultepec,2,119,470957,Residencial
PROP06538,Departamento,Ciudad de México,Interlomas,2,116,571910,Residencial
PROP06539,Departamento,Bogotá,La Candelaria,2,135,378296,Residencial
PROP06540,Casa,Ciudad de México,Coyoacán,5,162,860583,Residencial
PROP06541,Casa,Ciudad de México,Del Valle,4,333,1971140,Residencial
PROP06542,Casa,Bogotá,Usaquén,3,295,1366900,Residencial
PROP06543,Casa,Bogotá,Zona T,4,346,791594,Residencial
PROP06544,Departamento,Bogotá,Chapinero,2,86,244431,Residencial
PROP06545,Departamento,Ciudad de México,Interlomas,1,50,236040,Residencial
PROP06546,Departamento,Bogotá,El Poblado,2,84,181061,Residencial
PROP06547,Casa,Bogotá,Cedritos,4,217,486379,Residencial
PROP06548,Casa,Bogotá,Chicó,4,186,777136,Residencial
PROP06549,Departamento,Bogotá,La Candelaria,3,109,196795,Residencial
PROP06550,Departamento,Ciudad de México,Polanco,2,111,411367,Residencial
PROP06551,Comercial,Bogotá,Salitre,0,381,1998999,Comercial
PROP06552,Departamento,Bogotá,El Poblado,3,163,494431,Residencial
PROP06553,Casa,Ciudad de México,Polanco,3,370,1582062,Residencial
PROP06554,Departamento,Bogotá,Chapinero,3,67,149391,Residencial
PROP06555,Departamento,Bogotá,El Poblado,2,90,218136,Residencial
PROP06556,Casa,Ciudad de México,Del Valle,3,286,1584500,Residencial
PROP06557,Casa,Ciudad de México,Condesa,4,142,743745,Residencial
PROP06558,Casa,Ciudad de México,Lomas de Chapultepec,3,334,1632267,Residencial
PROP06559,Departamento,Bogotá,Chapinero,1,115,431536,Residencial
PROP06560,Departamento,Bogotá,Rosales,3,57,218607,Residencial
PROP06561,Casa,Ciudad de México,Coyoacán,2,222,1157881,Residencial
PROP06562,Departamento,Ciudad de México,Interlomas,3,173,758883,Residencial
PROP06563,Departamento,Bogotá,Cedritos,2,84,198189,Residencial
PROP06564,Casa,Bogotá,Salitre,3,276,1369747,Residencial
PROP06565,Departamento,Ciudad de México,Coyoacán,3,45,240718,Residencial
PROP06566,Departamento,Bogotá,Cedritos,3,61,258948,Residencial
PROP06567,Casa,Bogotá,Cedritos,5,213,767837,Residencial
PROP06568,Comercial,Bogotá,Cedritos,0,594,2701656,Comercial
PROP06569,Departamento,Ciudad de México,Reforma,3,98,322478,Residencial
PROP06570,Departamento,Ciudad de México,Santa Fe,3,120,346919,Residencial
PROP06571,Casa,Ciudad de México,Roma Norte,6,399,1436153,Residencial
PROP06572,Casa,Bogotá,Santa Bárbara,4,210,936132,Residencial
PROP06573,Casa,Bogotá,Chicó,3,377,934786,Residencial
PROP06574,Departamento,Bogotá,Rosales,2,150,392118,Residencial
PROP06575,Departamento,Ciudad de México,Reforma,3,123,548648,Residencial
PROP06576,Casa,Ciudad de México,Coyoacán,3,142,790768,Residencial
PROP06577,Casa,Ciudad de México,Del Valle,5,273,1052770,Residencial
PROP06578,Comercial,Bogotá,Cedritos,0,132,544909,Comercial
PROP06579,Departamento,Ciudad de México,Roma Norte,1,173,459463,Residencial
PROP06580,Departamento,Ciudad de México,Lomas de Chapultepec,1,51,126097,Residencial
PROP06581,Departamento,Bogotá,Chicó,2,149,574063,Residencial
PROP06582,Comercial,Bogotá,Chicó,0,230,831186,Comercial
PROP06583,Casa,Ciudad de México,Polanco,3,347,1232683,Residencial
PROP06584,Departamento,Ciudad de México,Condesa,3,176,387555,Residencial
PROP06585,Departamento,Bogotá,Chapinero,1,102,344227,Residencial
PROP06586,Departamento,Ciudad de México,Roma Norte,2,111,521496,Residencial
PROP06587,Departamento,Ciudad de México,San Ángel,1,100,371737,Residencial
PROP06588,Casa,Bogotá,Cedritos,3,314,1349625,Residencial
PROP06589,Casa,Bogotá,Chicó,5,244,1105574,Residencial
PROP06590,Departamento,Bogotá,Usaquén,3,132,516673,Residencial
PROP06591,Departamento,Bogotá,Chicó,1,47,159627,Residencial
PROP06592,Comercial,Bogotá,Cedritos,0,256,1749854,Comercial
PROP06593,Departamento,Bogotá,Santa Bárbara,4,166,537364,Residencial
PROP06594,Departamento,Ciudad de México,Interlomas,2,100,400651,Residencial
PROP06595,Comercial,Ciudad de México,Coyoacán,0,361,1513687,Comercial
PROP06596,Casa,Ciudad de México,Interlomas,3,278,1185327,Residencial
PROP06597,Casa,Bogotá,Chicó,5,269,851687,Residencial
PROP06598,Departamento,Bogotá,Santa Bárbara,2,91,220710,Residencial
PROP06599,Departamento,Bogotá,El Poblado,1,133,529174,Residencial
PROP06600,Departamento,Ciudad de México,Coyoacán,2,48,188486,Residencial
PROP06601,Departamento,Bogotá,El Poblado,1,68,152973,Residencial
PROP06602,Casa,Bogotá,Santa Bárbara,4,271,658860,Residencial
PROP06603,Departamento,Ciudad de México,Coyoacán,3,99,312596,Residencial
PROP06604,Casa,Bogotá,Salitre,3,333,845786,Residencial
PROP06605,Departamento,Ciudad de México,Santa Fe,3,59,223281,Residencial
PROP06606,Departamento,Bogotá,Chicó,2,176,452275,Residencial
PROP06607,Comercial,Bogotá,Cedritos,0,538,3417969,Comercial
PROP06608,Departamento,Ciudad de México,Interlomas,4,105,508445,Residencial
PROP06609,Departamento,Ciudad de México,Polanco,2,96,252581,Residencial
PROP06610,Departamento,Bogotá,Zona T,4,140,378758,Residencial
PROP06611,Departamento,Bogotá,Santa Bárbara,1,116,427049,Residencial
PROP06612,Departamento,Ciudad de México,Santa Fe,1,164,455476,Residencial
PROP06613,Departamento,Ciudad de México,Reforma,3,170,608692,Residencial
PROP06614,Casa,Ciudad de México,Lomas de Chapultepec,2,151,637543,Residencial
PROP06615,Casa,Ciudad de México,Coyoacán,4,373,1186871,Residencial
PROP06616,Departamento,Bogotá,El Poblado,2,151,400490,Residencial
PROP06617,Departamento,Bogotá,Zona T,2,76,267155,Residencial
PROP06618,Casa,Bogotá,Salitre,4,398,934101,Residencial
PROP06619,Departamento,Ciudad de México,Polanco,2,48,240281,Residencial
PROP06620,Casa,Bogotá,Chapinero,4,377,1615681,Residencial
PROP06621,Casa,Ciudad de México,Interlomas,3,234,1347232,Residencial
PROP06622,Departamento,Ciudad de México,San Ángel,2,45,112149,Residencial
PROP06623,Casa,Ciudad de México,Del Valle,4,279,1519662,Residencial
PROP06624,Comercial,Bogotá,Usaquén,0,103,532839,Comercial
PROP06625,Casa,Bogotá,Zona T,5,275,1287424,Residencial
PROP06626,Departamento,Bogotá,Santa Bárbara,2,165,596736,Residencial
PROP06627,Departamento,Bogotá,Usaquén,1,110,420308,Residencial
PROP06628,Comercial,Ciudad de México,Roma Norte,0,208,1581010,Comercial
PROP06629,Departamento,Bogotá,El Poblado,3,139,437832,Residencial
PROP06630,Casa,Ciudad de México,Lomas de Chapultepec,3,259,791776,Residencial
PROP06631,Departamento,Ciudad de México,San Ángel,2,153,832546,Residencial
PROP06632,Departamento,Ciudad de México,Reforma,2,176,451286,Residencial
PROP06633,Casa,Bogotá,Usaquén,6,208,982299,Residencial
PROP06634,Casa,Bogotá,El Poblado,3,153,612824,Residencial
PROP06635,Casa,Bogotá,Zona T,5,139,611886,Residencial
PROP06636,Comercial,Bogotá,Usaquén,0,420,1833076,Comercial
PROP06637,Departamento,Bogotá,Rosales,2,86,167522,Residencial
PROP06638,Departamento,Bogotá,Santa Bárbara,2,71,311513,Residencial
PROP06639,Comercial,Ciudad de México,Condesa,0,568,2277814,Comercial
PROP06640,Departamento,Bogotá,El Poblado,1,82,200114,Residencial
PROP06641,Casa,Bogotá,Zona T,5,176,576787,Residencial
PROP06642,Departamento,Ciudad de México,Lomas de Chapultepec,1,84,228028,Residencial
PROP06643,Departamento,Ciudad de México,Interlomas,1,125,301689,Residencial
PROP06644,Departamento,Ciudad de México,Polanco,1,133,533057,Residencial
PROP06645,Departamento,Bogotá,Salitre,2,157,544717,Residencial
PROP06646,Casa,Ciudad de México,Reforma,3,209,961848,Residencial
PROP06647,Casa,Ciudad de México,Polanco,4,342,1564627,Residencial
PROP06648,Casa,Ciudad de México,San Ángel,4,341,1271890,Residencial
PROP06649,Departamento,Bogotá,Santa Bárbara,3,132,353729,Residencial
PROP06650,Departamento,Ciudad de México,Reforma,3,155,591029,Residencial
PROP06651,Departamento,Bogotá,Santa Bárbara,3,57,191059,Residencial
PROP06652,Departamento,Ciudad de México,Interlomas,1,53,269633,Residencial
PROP06653,Departamento,Bogotá,Salitre,1,94,186583,Residencial
PROP06654,Departamento,Ciudad de México,Coyoacán,2,134,454795,Residencial
PROP06655,Departamento,Ciudad de México,Del Valle,1,174,859128,Residencial
PROP06656,Departamento,Bogotá,La Candelaria,1,81,349311,Residencial
PROP06657,Departamento,Ciudad de México,Lomas de Chapultepec,1,110,335057,Residencial
PROP06658,Departamento,Bogotá,Chicó,2,98,363537,Residencial
PROP06659,Departamento,Bogotá,Chapinero,3,164,647183,Residencial
PROP06660,Departamento,Bogotá,Zona T,1,148,504201,Residencial
PROP06661,Comercial,Ciudad de México,Lomas de Chapultepec,0,305,1829378,Comercial
PROP06662,Departamento,Bogotá,Zona T,2,148,647629,Residencial
PROP06663,Casa,Ciudad de México,Lomas de Chapultepec,3,331,1973168,Residencial
PROP06664,Departamento,Ciudad de México,Polanco,2,177,798840,Residencial
PROP06665,Comercial,Ciudad de México,San Ángel,0,169,1261897,Comercial
PROP06666,Departamento,Ciudad de México,Interlomas,1,127,576296,Residencial
PROP06667,Casa,Bogotá,Chicó,5,203,783882,Residencial
PROP06668,Departamento,Bogotá,Zona T,3,177,378818,Residencial
PROP06669,Casa,Bogotá,Chapinero,5,244,1032348,Residencial
PROP06670,Departamento,Ciudad de México,Lomas de Chapultepec,2,71,249474,Residencial
PROP06671,Departamento,Bogotá,Zona T,3,131,427497,Residencial
PROP06672,Casa,Bogotá,Chapinero,6,126,591946,Residencial
PROP06673,Departamento,Ciudad de México,Lomas de Chapultepec,1,164,658647,Residencial
PROP06674,Comercial,Bogotá,Santa Bárbara,0,496,2169576,Comercial
PROP06675,Departamento,Ciudad de México,Condesa,2,124,449900,Residencial
PROP06676,Departamento,Bogotá,Chicó,2,133,281110,Residencial
PROP06677,Casa,Bogotá,El Poblado,4,188,596088,Residencial
PROP06678,Departamento,Bogotá,Usaquén,3,130,461906,Residencial
PROP06679,Departamento,Bogotá,La Candelaria,1,178,472650,Residencial
PROP06680,Casa,Ciudad de México,Lomas de Chapultepec,4,349,1935210,Residencial
PROP06681,Casa,Bogotá,Chicó,3,304,1513879,Residencial
PROP06682,Comercial,Bogotá,Zona T,0,248,1079944,Comercial
PROP06683,Departamento,Ciudad de México,Lomas de Chapultepec,3,86,266367,Residencial
PROP06684,Departamento,Ciudad de México,Lomas de Chapultepec,3,159,798414,Residencial
PROP06685,Departamento,Ciudad de México,Lomas de Chapultepec,2,117,530130,Residencial
PROP06686,Departamento,Ciudad de México,Polanco,3,83,248556,Residencial
PROP06687,Casa,Ciudad de México,Condesa,6,248,914520,Residencial
PROP06688,Departamento,Bogotá,Zona T,2,96,381766,Residencial
PROP06689,Departamento,Ciudad de México,Roma Norte,4,61,216860,Residencial
PROP06690,Departamento,Bogotá,Zona T,2,82,316020,Residencial
PROP06691,Casa,Bogotá,Chicó,3,301,690738,Residencial
PROP06692,Comercial,Bogotá,Santa Bárbara,0,419,1625445,Comercial
PROP06693,Casa,Bogotá,Salitre,4,328,1272904,Residencial
PROP06694,Departamento,Bogotá,Chicó,2,109,406001,Residencial
PROP06695,Casa,Bogotá,La Candelaria,4,388,1864878,Residencial
PROP06696,Casa,Bogotá,Rosales,3,121,320524,Residencial
PROP06697,Departamento,Ciudad de México,San Ángel,3,158,433837,Residencial
PROP06698,Departamento,Ciudad de México,Roma Norte,2,89,470796,Residencial
PROP06699,Departamento,Ciudad de México,Reforma,2,178,869006,Residencial
PROP06700,Departamento,Ciudad de México,Polanco,3,128,500403,Residencial
PROP06701,Casa,Bogotá,Salitre,4,230,914495,Residencial
PROP06702,Departamento,Ciudad de México,Condesa,2,71,192467,Residencial
PROP06703,Departamento,Bogotá,Chicó,2,161,394458,Residencial
PROP06704,Comercial,Bogotá,Zona T,0,465,1723468,Comercial
PROP06705,Casa,Bogotá,Chicó,3,150,713561,Residencial
PROP06706,Casa,Bogotá,Santa Bárbara,5,377,1592876,Residencial
PROP06707,Departamento,Bogotá,Cedritos,3,45,169016,Residencial
PROP06708,Departamento,Bogotá,Cedritos,3,145,446018,Residencial
PROP06709,Departamento,Bogotá,Rosales,3,155,558439,Residencial
PROP06710,Departamento,Bogotá,Santa Bárbara,2,139,602953,Residencial
PROP06711,Departamento,Bogotá,Chicó,3,82,278846,Residencial
PROP06712,Departamento,Ciudad de México,Santa Fe,2,154,469533,Residencial
PROP06713,Departamento,Bogotá,Zona T,3,108,349442,Residencial
PROP06714,Departamento,Bogotá,Salitre,3,113,485997,Residencial
PROP06715,Departamento,Ciudad de México,Polanco,3,128,354440,Residencial
PROP06716,Casa,Ciudad de México,Lomas de Chapultepec,4,268,767546,Residencial
PROP06717,Casa,Bogotá,Usaquén,4,275,1071698,Residencial
PROP06718,Departamento,Ciudad de México,Polanco,2,60,145141,Residencial
PROP06719,Departamento,Bogotá,Chicó,2,163,439979,Residencial
PROP06720,Departamento,Bogotá,Santa Bárbara,2,94,238494,Residencial
PROP06721,Departamento,Bogotá,Cedritos,2,126,389282,Residencial
PROP06722,Departamento,Ciudad de México,San Ángel,3,170,374713,Residencial
PROP06723,Comercial,Bogotá,La Candelaria,0,266,975844,Comercial
PROP06724,Comercial,Ciudad de México,San Ángel,0,436,2532307,Comercial
PROP06725,Casa,Bogotá,El Poblado,4,282,1321246,Residencial
PROP06726,Comercial,Ciudad de México,Santa Fe,0,106,656904,Comercial
PROP06727,Casa,Bogotá,Cedritos,4,395,1924113,Residencial
PROP06728,Departamento,Bogotá,Cedritos,3,144,433621,Residencial
PROP06729,Comercial,Ciudad de México,San Ángel,0,556,3310241,Comercial
PROP06730,Departamento,Ciudad de México,Lomas de Chapultepec,2,84,280608,Residencial
PROP06731,Casa,Bogotá,Chicó,3,152,426686,Residencial
PROP06732,Departamento,Ciudad de México,Reforma,2,166,405635,Residencial
PROP06733,Departamento,Ciudad de México,Coyoacán,4,171,390333,Residencial
PROP06734,Casa,Bogotá,Chapinero,6,162,601325,Residencial
PROP06735,Departamento,Ciudad de México,Lomas de Chapultepec,2,137,432479,Residencial
PROP06736,Departamento,Ciudad de México,San Ángel,4,118,580970,Residencial
PROP06737,Departamento,Bogotá,Cedritos,2,45,133550,Residencial
PROP06738,Departamento,Bogotá,Salitre,2,63,179493,Residencial
PROP06739,Comercial,Ciudad de México,Reforma,0,569,2752486,Comercial
PROP06740,Casa,Bogotá,Chapinero,3,373,1129890,Residencial
PROP06741,Departamento,Bogotá,Usaquén,2,66,286767,Residencial
PROP06742,Departamento,Bogotá,El Poblado,2,106,245017,Residencial
PROP06743,Casa,Ciudad de México,Del Valle,4,216,924264,Residencial
PROP06744,Departamento,Bogotá,Cedritos,3,128,504096,Residencial
PROP06745,Departamento,Ciudad de México,Interlomas,2,123,372773,Residencial
PROP06746,Departamento,Bogotá,La Candelaria,1,155,445214,Residencial
PROP06747,Comercial,Bogotá,Salitre,0,559,3416407,Comercial
PROP06748,Departamento,Ciudad de México,Lomas de Chapultepec,3,45,209277,Residencial
PROP06749,Departamento,Ciudad de México,Lomas de Chapultepec,1,106,258828,Residencial
PROP06750,Departamento,Bogotá,Usaquén,3,100,324601,Residencial
PROP06751,Departamento,Bogotá,La Candelaria,2,92,378331,Residencial
PROP06752,Departamento,Bogotá,Zona T,3,117,334486,Residencial
PROP06753,Departamento,Ciudad de México,Coyoacán,3,119,272076,Residencial
PROP06754,Departamento,Bogotá,Santa Bárbara,2,164,406040,Residencial
PROP06755,Departamento,Ciudad de México,Santa Fe,3,152,658307,Residencial
PROP06756,Departamento,Ciudad de México,Interlomas,3,127,350182,Residencial
PROP06757,Casa,Bogotá,Rosales,4,305,1150419,Residencial
PROP06758,Comercial,Bogotá,El Poblado,0,122,700410,Comercial
PROP06759,Departamento,Bogotá,Salitre,3,130,453088,Residencial
PROP06760,Departamento,Bogotá,Chicó,3,172,408534,Residencial
PROP06761,Departamento,Bogotá,Salitre,2,106,295256,Residencial
PROP06762,Casa,Bogotá,El Poblado,4,217,1035613,Residencial
PROP06763,Casa,Ciudad de México,Polanco,2,375,1570066,Residencial
PROP06764,Departamento,Bogotá,Chapinero,3,110,232319,Residencial
PROP06765,Casa,Ciudad de México,Condesa,3,181,1008489,Residencial
PROP06766,Casa,Bogotá,Chapinero,4,139,451362,Residencial
PROP06767,Comercial,Bogotá,Cedritos,0,484,3383139,Comercial
PROP06768,Departamento,Ciudad de México,Condesa,2,85,321365,Residencial
PROP06769,Departamento,Ciudad de México,Reforma,3,122,398572,Residencial
PROP06770,Departamento,Bogotá,Usaquén,3,95,176862,Residencial
PROP06771,Casa,Ciudad de México,San Ángel,6,247,986979,Residencial
PROP06772,Casa,Ciudad de México,Del Valle,4,299,1683828,Residencial
PROP06773,Departamento,Ciudad de México,Santa Fe,1,89,393576,Residencial
PROP06774,Departamento,Bogotá,La Candelaria,2,117,367844,Residencial
PROP06775,Departamento,Ciudad de México,Lomas de Chapultepec,1,122,272221,Residencial
PROP06776,Departamento,Ciudad de México,Santa Fe,4,115,432635,Residencial
PROP06777,Departamento,Ciudad de México,Polanco,1,108,358303,Residencial
PROP06778,Departamento,Ciudad de México,Polanco,3,54,250247,Residencial
PROP06779,Departamento,Ciudad de México,Interlomas,3,69,321675,Residencial
PROP06780,Casa,Bogotá,Usaquén,3,235,900685,Residencial
PROP06781,Departamento,Bogotá,Chapinero,2,91,219959,Residencial
PROP06782,Departamento,Bogotá,Zona T,2,77,312712,Residencial
PROP06783,Departamento,Bogotá,Rosales,2,104,394042,Residencial
PROP06784,Casa,Bogotá,Zona T,4,355,1180952,Residencial
PROP06785,Departamento,Ciudad de México,Condesa,1,143,772948,Residencial
PROP06786,Comercial,Bogotá,Usaquén,0,127,494724,Comercial
PROP06787,Departamento,Ciudad de México,Condesa,2,172,665017,Residencial
PROP06788,Comercial,Ciudad de México,Interlomas,0,118,482794,Comercial
PROP06789,Comercial,Bogotá,Chicó,0,198,751344,Comercial
PROP06790,Departamento,Ciudad de México,Coyoacán,1,114,268588,Residencial
PROP06791,Comercial,Bogotá,Zona T,0,316,2134533,Comercial
PROP06792,Departamento,Ciudad de México,Roma Norte,1,49,149290,Residencial
PROP06793,Departamento,Ciudad de México,Condesa,3,100,286897,Residencial
PROP06794,Departamento,Bogotá,Chicó,3,46,176951,Residencial
PROP06795,Departamento,Bogotá,La Candelaria,1,138,443158,Residencial
PROP06796,Casa,Bogotá,La Candelaria,3,307,951981,Residencial
PROP06797,Casa,Ciudad de México,San Ángel,4,209,1206871,Residencial
PROP06798,Departamento,Ciudad de México,Condesa,2,147,482486,Residencial
PROP06799,Departamento,Bogotá,Santa Bárbara,2,55,137922,Residencial
PROP06800,Departamento,Ciudad de México,Lomas de Chapultepec,2,90,228398,Residencial
PROP06801,Casa,Bogotá,Cedritos,3,121,420407,Residencial
PROP06802,Departamento,Bogotá,Salitre,2,55,174822,Residencial
PROP06803,Comercial,Ciudad de México,Lomas de Chapultepec,0,276,2146973,Comercial
PROP06804,Departamento,Bogotá,Chicó,3,121,377399,Residencial
PROP06805,Departamento,Ciudad de México,Condesa,3,160,393149,Residencial
PROP06806,Casa,Ciudad de México,Lomas de Chapultepec,6,300,1370949,Residencial
PROP06807,Departamento,Ciudad de México,Polanco,3,115,604580,Residencial
PROP06808,Departamento,Bogotá,Cedritos,3,107,295335,Residencial
PROP06809,Departamento,Bogotá,Cedritos,2,62,178964,Residencial
PROP06810,Departamento,Bogotá,Salitre,3,67,152528,Residencial
PROP06811,Comercial,Ciudad de México,Polanco,0,164,906698,Comercial
PROP06812,Departamento,Ciudad de México,Lomas de Chapultepec,2,155,379362,Residencial
PROP06813,Departamento,Bogotá,La Candelaria,3,158,445917,Residencial
PROP06814,Departamento,Ciudad de México,Roma Norte,2,150,475825,Residencial
PROP06815,Departamento,Bogotá,Santa Bárbara,1,167,520895,Residencial
PROP06816,Casa,Bogotá,Usaquén,2,237,862406,Residencial
PROP06817,Comercial,Bogotá,Santa Bárbara,0,586,3701498,Comercial
PROP06818,Casa,Bogotá,Rosales,4,231,1016053,Residencial
PROP06819,Departamento,Bogotá,Zona T,3,63,191262,Residencial
PROP06820,Departamento,Bogotá,Cedritos,2,48,174108,Residencial
PROP06821,Departamento,Ciudad de México,Roma Norte,3,96,234054,Residencial
PROP06822,Casa,Ciudad de México,San Ángel,3,317,1876321,Residencial
PROP06823,Departamento,Bogotá,Usaquén,3,91,399402,Residencial
PROP06824,Departamento,Ciudad de México,Roma Norte,2,142,490332,Residencial
PROP06825,Comercial,Ciudad de México,Reforma,0,88,612924,Comercial
PROP06826,Departamento,Bogotá,Cedritos,1,109,290797,Residencial
PROP06827,Departamento,Ciudad de México,Santa Fe,2,157,616310,Residencial
PROP06828,Departamento,Ciudad de México,Interlomas,3,156,783313,Residencial
PROP06829,Departamento,Ciudad de México,Condesa,2,128,513413,Residencial
PROP06830,Departamento,Ciudad de México,San Ángel,1,80,306208,Residencial
PROP06831,Departamento,Ciudad de México,Lomas de Chapultepec,2,162,733612,Residencial
PROP06832,Departamento,Bogotá,Usaquén,1,114,493869,Residencial
PROP06833,Departamento,Ciudad de México,Polanco,1,83,406750,Residencial
PROP06834,Casa,Bogotá,Usaquén,2,144,516874,Residencial
PROP06835,Departamento,Ciudad de México,Condesa,2,74,290087,Residencial
PROP06836,Casa,Bogotá,Zona T,3,159,398825,Residencial
PROP06837,Departamento,Bogotá,La Candelaria,1,173,374587,Residencial
PROP06838,Departamento,Ciudad de México,San Ángel,3,159,797192,Residencial
PROP06839,Comercial,Bogotá,Chapinero,0,515,3101009,Comercial
PROP06840,Departamento,Ciudad de México,San Ángel,2,50,265274,Residencial
PROP06841,Departamento,Bogotá,Chicó,1,113,377228,Residencial
PROP06842,Casa,Ciudad de México,Polanco,3,392,1238198,Residencial
PROP06843,Departamento,Bogotá,Chapinero,3,54,105977,Residencial
PROP06844,Departamento,Bogotá,Cedritos,3,87,282406,Residencial
PROP06845,Departamento,Bogotá,La Candelaria,3,106,471647,Residencial
PROP06846,Casa,Ciudad de México,Roma Norte,5,286,1395101,Residencial
PROP06847,Comercial,Ciudad de México,Del Valle,0,86,719119,Comercial
PROP06848,Departamento,Ciudad de México,Coyoacán,2,78,368672,Residencial
PROP06849,Departamento,Ciudad de México,Interlomas,3,107,368575,Residencial
PROP06850,Departamento,Ciudad de México,Polanco,2,85,219556,Residencial
PROP06851,Departamento,Ciudad de México,Reforma,2,45,217288,Residencial
PROP06852,Departamento,Bogotá,Santa Bárbara,3,145,439667,Residencial
PROP06853,Departamento,Bogotá,Santa Bárbara,2,105,308643,Residencial
PROP06854,Departamento,Bogotá,Cedritos,3,122,321714,Residencial
PROP06855,Departamento,Bogotá,Cedritos,3,126,448952,Residencial
PROP06856,Comercial,Ciudad de México,Condesa,0,126,664668,Comercial
PROP06857,Departamento,Bogotá,El Poblado,3,164,439557,Residencial
PROP06858,Departamento,Ciudad de México,Santa Fe,2,98,309073,Residencial
PROP06859,Departamento,Ciudad de México,Polanco,3,65,356630,Residencial
PROP06860,Comercial,Ciudad de México,Coyoacán,0,384,2866009,Comercial
PROP06861,Casa,Ciudad de México,San Ángel,4,380,1866540,Residencial
PROP06862,Casa,Bogotá,Usaquén,4,149,402595,Residencial
PROP06863,Departamento,Bogotá,Zona T,2,67,272124,Residencial
PROP06864,Casa,Bogotá,El Poblado,4,143,697292,Residencial
PROP06865,Departamento,Bogotá,Salitre,3,141,468001,Residencial
PROP06866,Departamento,Ciudad de México,Del Valle,2,115,299912,Residencial
PROP06867,Departamento,Ciudad de México,Lomas de Chapultepec,3,171,637161,Residencial
PROP06868,Casa,Bogotá,Cedritos,4,266,712654,Residencial
PROP06869,Casa,Ciudad de México,Polanco,6,347,1218215,Residencial
PROP06870,Comercial,Ciudad de México,Condesa,0,379,3089677,Comercial
PROP06871,Comercial,Bogotá,Salitre,0,129,854119,Comercial
